plntid;binary;plntmass;plntradius;period;smaxis;plnttemp;plntage;discmeth;discyear;ra;dec;distsun;strmass;strradius;strmetal;strtemp;strage;inhabitzone
Kepler-56 c;0;0,569;0,874;21,40239;0,1652;NA;NA;transit;2012;293,758375;41,8718611111111;NA;1,32;4,22;0,2;4840;3,5;FALSE
Kepler-56 d;0;3,3;NA;NA;2;NA;NA;RV;2012;293,758375;41,8718611111111;NA;1,32;4,22;0,2;4840;3,5;TRUE
YBP1514 b;0;0,4;NA;5,118;0,0589251411779991;NA;NA;RV;2014;132,754166666667;11,8836111111111;750;0,96;0,89;0,03;5725;NA;FALSE
Kepler-105 b;0;NA;0,25972;5,4122;0,0570969281932233;NA;NA;transit;2014;287,883333333333;46,2675;488,45;1,18;1,16;NA;5873;NA;FALSE
Kepler-105 c;0;NA;0,14672;7,125939;0,0685895972640304;NA;NA;transit;2014;287,883333333333;46,2675;488,45;1,18;1,16;NA;5873;NA;FALSE
Kepler-372 c;0;NA;0,19046;20,053763;0,135879294876714;NA;NA;transit;2014;291,254166666667;49,2508333333333;1539,69;1,202;1,137;NA;6509;NA;FALSE
Kepler-372 d;0;NA;0,15401;30,092568;0,178099294670707;NA;NA;transit;2014;291,254166666667;49,2508333333333;1539,69;1,202;1,137;NA;6509;NA;FALSE
Kepler-372 b;0;NA;0,12394;6,849692;0,0663952068477707;NA;NA;transit;2014;291,254166666667;49,2508333333333;1539,69;1,202;1,137;NA;6509;NA;FALSE
KOI-423 b;0;19,1;1,11;21,087212;0,162;NA;NA;transit;2011;296,958333333333;46,0333333333333;1200;1,26;1,25;0,1;6350;1;FALSE
Kepler-118 c;0;NA;0,69988;20,17202;0,158243861948527;NA;NA;transit;2014;299,2125;41,4172222222222;899,38;0,77;1,094;NA;5274;NA;FALSE
Kepler-118 b;0;NA;0,17862;7,518496;0,081956095903313;NA;NA;transit;2014;299,2125;41,4172222222222;899,38;0,77;1,094;NA;5274;NA;FALSE
Kepler-382 b;0;NA;0,12029;5,262155;0,0619340482888994;NA;NA;transit;2014;299,133333333333;45,8669444444444;841,11;0,874;0,945;NA;5600;NA;FALSE
Kepler-382 c;0;NA;0,1449;12,162701;0,108269732669655;NA;NA;transit;2014;299,133333333333;45,8669444444444;841,11;0,874;0,945;NA;5600;NA;FALSE
HD 181433 b;0;0,0238;NA;9,3743;0,08;660,5;NA;RV;2008;291,291666666667;-66,4666666666667;26,15;0,78;NA;0,33;4962;NA;FALSE
HD 181433 c;0;0,64;NA;962;1,76;141,6;NA;RV;2008;291,291666666667;-66,4666666666667;26,15;0,78;NA;0,33;4962;NA;FALSE
HD 181433 d;0;0,54;NA;2172;3;107,3;NA;RV;2008;291,291666666667;-66,4666666666667;26,15;0,78;NA;0,33;4962;NA;FALSE
HAT-P-51 b;0;0,309;1,293;4,2180278;0,05069;1192;NA;transit;2015;21,06525;32,8107777777778;470;0,976;1,041;0,27;5449;8,2;FALSE
HD 164922 b;0;0,36;NA;1155;2,11;155;NA;RV;2006;270,625;26,3011111111111;21,93;0,94;0,9;0,17;5385;NA;FALSE
Kepler-12 b;0;0,431;1,695;4,4379637;0,0556;1354,2;NA;transit;2011;286,241666666667;50,0338888888889;600;1,166;1,483;0,07;5947;NA;FALSE
WASP-68 b;0;0,95;1,24;5,084298;0,06206;1490;NA;transit;2011;305,095833333333;-19,3013888888889;NA;1,24;1,69;0,22;5911;NA;FALSE
HD 171238 b;0;2,6;NA;1523;2,54;152,4;NA;RV;2009;278,683333333333;-28,0672222222222;50,28;0,943;NA;0,17;5467;NA;FALSE
Kepler-220 c;0;NA;0,14307;9,034199;0,0948587880430163;NA;NA;transit;2014;291,504166666667;46,8844444444444;208,38;0,717;0,666;NA;4632;NA;FALSE
Kepler-220 d;0;NA;0,08931;28,122397;0,202233311353573;NA;NA;transit;2014;291,504166666667;46,8844444444444;208,38;0,717;0,666;NA;4632;NA;FALSE
Kepler-220 e;0;NA;0,1212;45,902733;0,280356200510677;NA;NA;transit;2014;291,504166666667;46,8844444444444;208,38;0,717;0,666;NA;4632;NA;FALSE
Kepler-220 b;0;NA;0,07382;4,159807;0,0565631070334427;NA;NA;transit;2014;291,504166666667;46,8844444444444;208,38;0,717;0,666;NA;4632;NA;FALSE
Kepler-359 c;0;NA;0,39186;57,68802;0,29222314498829;NA;NA;transit;2014;293,291666666667;42,1844444444444;2152,57;NA;1,086;NA;6248;NA;FALSE
Kepler-359 b;0;NA;0,32169;25,563222;0,169850924899621;NA;NA;transit;2014;293,291666666667;42,1844444444444;2152,57;NA;1,086;NA;6248;NA;FALSE
Kepler-359 d;0;NA;0,36543;77,095691;0,35455008343668;NA;NA;transit;2014;293,291666666667;42,1844444444444;2152,57;NA;1,086;NA;6248;NA;FALSE
Kepler-264 b;0;NA;0,30346;40,806231;0,208882306869852;NA;NA;transit;2014;292,041666666667;37,3675;804;1,37;1,55;NA;6158;NA;FALSE
Kepler-264 c;0;NA;0,2579;140,101261;0,475384877379221;NA;NA;transit;2014;292,041666666667;37,3675;804;1,37;1,55;NA;6158;NA;FALSE
Ross 458 C;1;12,5;1,1;NA;NA;695;NA;imaging;2010;195,195833333333;12,3675;114;NA;NA;NA;NA;NA;FALSE
HAT-P-4 b;0;0,68;1,27;3,0565114;0,0446;1550,7;NA;transit;2007;229,991666666667;36,2177777777778;310;1,26;1,59;0,24;5890;NA;FALSE
HD 215456 b;0;0,101;NA;191,99;0,652;407,7;NA;RV;2011;341,533333333333;-48,9666666666667;38;NA;NA;NA;5940;NA;FALSE
HD 215456 c;0;0,246;NA;2277;3,394;178,5;NA;RV;2011;341,533333333333;-48,9666666666667;38;NA;NA;NA;5940;NA;FALSE
KELT-8 b;0;0,867;1,86;3,24406;0,04571;1675;NA;transit;2015;283,305508333333;24,1273888888889;236;1,211;1,67;0,272;5754;NA;FALSE
WASP-64 b;0;1,271;1,271;1,57329;0,02648;1689;NA;transit;2011;101,116666666667;-32,8508333333333;350;0,98;1,03;-0,08;5400;NA;FALSE
KOI-1612.01;0;NA;0,073;2,46502;0,0348120742694831;NA;NA;transit;2014;284,785833333333;48,4230555555555;NA;1,08;1,23;-0,2;6104;NA;FALSE
HD 13931 b;0;1,88;NA;4218;5,15;125,6;NA;RV;2010;34,1958333333333;43,7672222222222;44,2;1,02;1,23;0,03;5829;NA;FALSE
HD 104985 b;0;8,3;NA;199,505;0,95;NA;NA;RV;2003;181,312995416667;76,9057354166667;97,1;2,3;11;-0,15;4877;NA;FALSE
HD 49674 b;0;0,115;NA;4,9437;0,058;969,8;NA;RV;2002;102,875;40,8666666666667;40,7;1,07;0,94;0,25;5482;NA;FALSE
MOA-2009-BLG-266L b;0;0,0327;NA;2780;3,2;NA;NA;microlensing;2010;267,025;-35,0002777777778;3040;0,56;NA;NA;5700;NA;FALSE
WASP-29 b;0;0,244;0,792;3,922727;0,0457;910,6;NA;transit;2010;357,879166666667;-39,9005555555556;80;0,825;0,846;0,11;4800;NA;FALSE
CoRoT-9 b;0;0,84;1,05;95,2738;0,407;376,6;NA;transit;2010;280,7875;6,20027777777778;460;0,99;0,94;-0,01;5625;NA;FALSE
HD 86264 b;0;7;NA;1475;2,86;214,2;NA;RV;2009;149,241666666667;-15,8844444444444;72,6;1,42;1,88;0,202;6210;NA;TRUE
Kepler-90 h;0;NA;1,029772;331,60059;1,01;NA;NA;transit;2013;284,433333333333;49,3002777777778;834,52;1,14;1,2;-0,17;5930;0,53;TRUE
Kepler-90 g;0;NA;0,738155;210,60697;0,71;NA;NA;transit;2013;284,433333333333;49,3002777777778;834,52;1,14;1,2;-0,17;5930;0,53;FALSE
Kepler-90 f;0;NA;0,262455;124,9144;0,48;NA;NA;transit;2013;284,433333333333;49,3002777777778;834,52;1,14;1,2;-0,17;5930;0,53;FALSE
Kepler-90 e;0;NA;0,242407;91,93913;0,42;NA;NA;transit;2013;284,433333333333;49,3002777777778;834,52;1,14;1,2;-0,17;5930;0,53;FALSE
Kepler-90 d;0;NA;0,261544;59,73667;0,32;NA;NA;transit;2013;284,433333333333;49,3002777777778;834,52;1,14;1,2;-0,17;5930;0,53;FALSE
Kepler-90 c;0;NA;0,108445;8,719375;0,089;NA;NA;transit;2013;284,433333333333;49,3002777777778;834,52;1,14;1,2;-0,17;5930;0,53;FALSE
Kepler-90 b;0;NA;0,119381;7,008151;0,074;NA;NA;transit;2013;284,433333333333;49,3002777777778;834,52;1,14;1,2;-0,17;5930;0,53;FALSE
Kepler-325 b;0;NA;0,26519;4,544439;0,0552539690566109;NA;NA;transit;2014;289,833333333333;49,8175;1125,08;0,918;1,003;NA;5752;NA;FALSE
Kepler-325 c;0;NA;0,23147;12,762172;0,109983201381011;NA;NA;transit;2014;289,833333333333;49,8175;1125,08;0,918;1,003;NA;5752;NA;FALSE
Kepler-325 d;0;NA;0,25425;38,715185;0,230478730892136;NA;NA;transit;2014;289,833333333333;49,8175;1125,08;0,918;1,003;NA;5752;NA;FALSE
HD 206610 b;0;2,2;NA;610;1,68;408,1;NA;RV;2010;325,854166666667;-7,40083333333333;194;1,56;6,1;0,14;4874;NA;FALSE
HD 163607 b;0;0,77;NA;75,229;0,36;499,8;NA;RV;2011;268,416666666667;56,3841666666667;69;1,09;1,63;0,21;5543;NA;FALSE
HD 163607 c;0;2,29;NA;1314;2,42;200,4;NA;RV;2011;268,416666666667;56,3841666666667;69;1,09;1,63;0,21;5543;NA;FALSE
KIC 8435766 b;0;0,005882;0,109356;0,35500744;0,0104421467926088;NA;NA;transit;2013;293,741620833333;44,4484111111111;NA;0,83;0,74;-0,08;5121;0,625;FALSE
Gliese 3470 b;0;0,0432;0,346;3,3366487;0,031;NA;NA;transit;2012;119,775;15,3841666666667;30,7;0,51;0,48;0,17;3652;NA;FALSE
HD 142 A b;1;1,25;NA;349,7;1,02;249,8;NA;RV;2001;1,57916666666667;-49,0675;20,6;1,15;1,43;0,04;6249;4,3;TRUE
HD 142 A c;1;5,3;NA;6005;6,8;NA;NA;RV;2012;1,57916666666667;-49,0675;20,6;1,15;1,43;0,04;6249;4,3;FALSE
HD 75898 b;0;2,51;NA;418,2;1,19;307,6;NA;RV;2007;133,4625;33,0505555555556;80,58;1,28;1,6;0,27;6021;NA;TRUE
MOA-2007-BLG-192-L b;0;0,01;NA;NA;0,66;NA;NA;microlensing;2008;272,016666666667;-27,15;700;0,06;NA;NA;3840;NA;FALSE
55 Cnc b;1;0,8306;NA;14,651262;0,11522725;660,7;NA;RV;1996;133,154166666667;28,3333333333333;12,3;0,95;0,943;0,31;5196;NA;FALSE
55 Cnc c;1;0,1714;NA;44,4175;0,241376;453,8;NA;RV;2002;133,154166666667;28,3333333333333;12,3;0,95;0,943;0,31;5196;NA;FALSE
55 Cnc d;1;3,878;NA;4825;5,503;NA;NA;RV;2002;133,154166666667;28,3333333333333;12,3;0,95;0,943;0,31;5196;NA;FALSE
55 Cnc e;1;0,0254;0,171;0,7365515;0,015690907;NA;NA;transit;2004;133,154166666667;28,3333333333333;12,3;0,95;0,943;0,31;5196;NA;FALSE
55 Cnc f;1;0,141;NA;262;0,788;251,7;NA;RV;2007;133,154166666667;28,3333333333333;12,3;0,95;0,943;0,31;5196;NA;TRUE
Kepler-179 c;0;NA;0,18226;6,40013;0,0714517200859161;NA;NA;transit;2014;298,6625;47,7511111111111;602,79;0,842;0,759;NA;5302;NA;FALSE
Kepler-179 b;0;NA;0,14945;2,735926;0,0405467817069164;NA;NA;transit;2014;298,6625;47,7511111111111;602,79;0,842;0,759;NA;5302;NA;FALSE
omi UMa b;0;4,1;NA;1630;3,9;NA;NA;RV;2012;127,5625;60,7166666666667;56;3,09;14,1;-0,09;5242;NA;FALSE
Kepler-275 c;0;NA;0,30802;16,088134;0,117447118375482;NA;NA;transit;2014;292,479166666667;38,5013888888889;2055,57;1,198;1,383;NA;6165;NA;FALSE
Kepler-275 b;0;NA;0,21324;10,300682;0,0872467454749411;NA;NA;transit;2014;292,479166666667;38,5013888888889;2055,57;1,198;1,383;NA;6165;NA;FALSE
Kepler-275 d;0;NA;0,30346;35,676062;0,199720750341602;NA;NA;transit;2014;292,479166666667;38,5013888888889;2055,57;1,198;1,383;NA;6165;NA;FALSE
Kepler-296 c;1;NA;0,178;5,8416366;0,0521;NA;NA;transit;2014;286,540008333333;49,437325;558,5;0,498;0,48;-0,08;3740;NA;FALSE
Kepler-296 d;1;NA;0,186;19,850291;0,118;NA;NA;transit;2014;286,540008333333;49,437325;558,5;0,498;0,48;-0,08;3740;NA;FALSE
Kepler-296 b;1;NA;0,144;10,864384;0,079;NA;NA;transit;2014;286,540008333333;49,437325;558,5;0,498;0,48;-0,08;3740;NA;FALSE
Kepler-296 f;1;NA;0,161;63,33627;0,255;NA;NA;transit;2014;286,540008333333;49,437325;558,5;0,498;0,48;-0,08;3740;NA;TRUE
Kepler-296 e;1;NA;0,136;34,14211;0,169;NA;NA;transit;2014;286,540008333333;49,437325;558,5;0,498;0,48;-0,08;3740;NA;FALSE
Kepler-20 b;0;0,027;0,17;3,6961219;0,04537;1092,1;NA;transit;2011;287,695833333333;42,3336111111111;290;0,912;0,944;0,02;5466;NA;FALSE
Kepler-20 c;0;0,051;0,27;10,854092;0,093;759,9;NA;transit;2011;287,695833333333;42,3336111111111;290;0,912;0,944;0,02;5466;NA;FALSE
Kepler-20 d;0;0,06;0,25;77,61185;0,3453;388,6;NA;transit;2011;287,695833333333;42,3336111111111;290;0,912;0,944;0,02;5466;NA;FALSE
Kepler-20 e;0;NA;0,0791;6,098493;0,06335;1040;NA;transit;2011;287,695833333333;42,3336111111111;290;0,912;0,944;0,02;5466;NA;FALSE
Kepler-20 f;0;NA;0,093;19,57706;0,1378;706;NA;transit;2011;287,695833333333;42,3336111111111;290;0,912;0,944;0,02;5466;NA;FALSE
HAT-P-2 b;0;8,74;0,951;5,6334729;0,0674;1343,6;NA;transit;2007;245,15;41,0347222222222;118;1,36;1,64;0,14;6290;NA;FALSE
HAT-P-38 b;0;0,267;0,825;4,640382;0,0523;987;NA;transit;2012;35,3833333333333;32,2344444444444;249;0,886;0,923;0,06;5330;NA;FALSE
Kepler-341 c;0;NA;0,15492;8,01041;0,0780489708906778;NA;NA;transit;2014;289,858333333333;43,4672222222222;1039,88;1,012;1,024;NA;6012;NA;FALSE
Kepler-341 d;0;NA;0,16859;27,666313;0,178332928542168;NA;NA;transit;2014;289,858333333333;43,4672222222222;1039,88;1,012;1,024;NA;6012;NA;FALSE
Kepler-341 b;0;NA;0,10753;5,195528;0,0584813169474367;NA;NA;transit;2014;289,858333333333;43,4672222222222;1039,88;1,012;1,024;NA;6012;NA;FALSE
Kepler-341 e;0;NA;0,18135;42,473269;0,237323717709536;NA;NA;transit;2014;289,858333333333;43,4672222222222;1039,88;1,012;1,024;NA;6012;NA;FALSE
Kepler-14 b;0;8,4;1,136;6,790123;0,0611493744906266;NA;NA;transit;2011;287,708333333333;47,3180555555556;980;1,512;2,048;0,12;6395;NA;FALSE
Kepler-307 b;0;0,00786;0,29162;10,416;0,101412923269923;NA;NA;transit;2013;297,791666666667;40,4166666666667;705,48;0,78;1,03;NA;5577;13,5;FALSE
Kepler-307 c;0;0,00377;0,25516;13,084;0,118064593936003;NA;NA;transit;2013;297,791666666667;40,4166666666667;705,48;0,78;1,03;NA;5577;13,5;FALSE
KOI-1576.03;0;NA;0,14854;23,34032;0,152;640;NA;transit;2014;297,791666666667;40,4166666666667;705,48;0,78;1,03;NA;5577;13,5;FALSE
OGLE-2013-BLG-0102LB;0;13;NA;NA;NA;NA;NA;microlensing;2014;268,0295;-31,6905833333333;3040;0,012;NA;NA;NA;NA;FALSE
HATS-14 b;0;1,071;1,039;2,7667641;0,03815;1276;NA;transit;2015;313,215;-25,6873333333333;513;0,967;0,933;0,33;5346;4,9;FALSE
NGC 2423 3 b;0;10,6;NA;714,3;2,1;417,4;NA;RV;2007;114,2875;-13,9005555555556;766;2,4;NA;0,14;5700;NA;FALSE
HAT-P-49 b;0;1,73;1,413;NA;0,0438;2131;NA;transit;2014;305,441666666667;-26,6841666666667;322;1,543;1,833;0,074;6820;2,5;FALSE
Kepler-407 b;0;NA;0,097509;0,66931;0,0149764563203202;NA;NA;transit;2014;286,0375;49,6013888888889;326,4;1;1,01;0,33;5476;7,47;FALSE
Kepler-407 c;0;12,582803;NA;3000;4,07134924426716;NA;NA;RV;2014;286,0375;49,6013888888889;326,4;1;1,01;0,33;5476;7,47;FALSE
Kepler-93 b;0;0,0126;0,1319;4,72673978;0,053;NA;NA;transit;2014;291,418286666667;38,6723472222222;96,7;0,911;0,919;-0,18;5669;6,6;FALSE
Kepler-93 c;0;NA;NA;NA;NA;NA;NA;RV;2014;291,418286666667;38,6723472222222;96,7;0,911;0,919;-0,18;5669;6,6;FALSE
GQ Lup b;0;21,5;1,8;NA;NA;NA;NA;imaging;2005;237,3;-35,65;140;0,7;NA;NA;5150;NA;FALSE
Kepler-161 b;0;NA;0,1932;4,921355;0,0614412529545292;NA;NA;transit;2014;290,5125;43,0833333333333;484,58;0,783;0,806;NA;5078;NA;FALSE
Kepler-161 c;0;NA;0,18682;7,06424;0,0781832821084877;NA;NA;transit;2014;290,5125;43,0833333333333;484,58;0,783;0,806;NA;5078;NA;FALSE
OGLE-2015-BLG-0563L b;0;0,39;NA;NA;NA;NA;NA;microlensing;2015;271,4905;-27,712;1300;0,34;NA;NA;NA;NA;FALSE
WASP-38 b;0;2,71;1,09;6,87188;0,0758;1152,9;NA;transit;2010;243,958333333333;10,0180555555556;110;1,23;1,35;-0,12;6150;3,41;FALSE
KOI-370.02;0;NA;0,228;22,95102;0,178;NA;NA;transit;2013;291,3875;44,5177777777778;589,92;1,419;1,98;NA;6022;4,21;FALSE
KOI-370.01;0;NA;0,35;42,88254;0,269;NA;NA;transit;2013;291,3875;44,5177777777778;589,92;1,419;1,98;NA;6022;4,21;FALSE
Kepler-269 b;0;NA;0,22509;5,326718;0,0589231847816925;NA;NA;transit;2014;290,2125;41,7675;1605,94;1,04;0,959;NA;5847;NA;FALSE
Kepler-269 c;0;NA;0,15401;8,127899;0,0780965665289141;NA;NA;transit;2014;290,2125;41,7675;1605,94;1,04;0,959;NA;5847;NA;FALSE
Kepler-308 b;0;NA;0,1932;9,694928;0,0890817747974654;NA;NA;transit;2014;295,783333333333;40,4338888888889;1602,52;0,997;0,941;NA;5895;NA;FALSE
Kepler-308 c;0;NA;0,19684;15,38231;0,121182574630848;NA;NA;transit;2014;295,783333333333;40,4338888888889;1602,52;0,997;0,941;NA;5895;NA;FALSE
Kepler-335 b;0;NA;0,30893;6,562331;0,0686061333509881;NA;NA;transit;2014;296,0625;45,4177777777778;1361,65;NA;1,854;NA;5877;NA;FALSE
Kepler-335 c;0;NA;0,27977;67,844469;0,325587073021002;NA;NA;transit;2014;296,0625;45,4177777777778;1361,65;NA;1,854;NA;5877;NA;FALSE
WASP-112 b;0;0,88;1,191;3,0353992;0,0382;1395;NA;transit;2014;339,489291666667;-35,1538611111111;450;0,807;1,002;-0,64;5610;10,6;FALSE
Kepler-354 b;0;NA;0,16768;5,47666;0,060813692676435;NA;NA;transit;2014;285,75;41,3333333333333;633,05;NA;0,674;NA;4648;NA;FALSE
Kepler-354 d;0;NA;0,113;24,209842;0,163801858555478;NA;NA;transit;2014;285,75;41,3333333333333;633,05;NA;0,674;NA;4648;NA;FALSE
Kepler-354 c;0;NA;0,11938;16,934402;0,129073602562748;NA;NA;transit;2014;285,75;41,3333333333333;633,05;NA;0,674;NA;4648;NA;FALSE
HU Aqr (AB) b;1;4,758;NA;NA;3,602;NA;NA;timing;2011;316,991666666667;-5,28444444444444;NA;NA;NA;NA;NA;NA;FALSE
HU Aqr (AB) c;1;20,2;NA;NA;6,557;NA;NA;timing;2011;316,991666666667;-5,28444444444444;NA;NA;NA;NA;NA;NA;FALSE
HU Aqr (AB) d;1;80;NA;NA;12,887;NA;NA;timing;2014;316,991666666667;-5,28444444444444;NA;NA;NA;NA;NA;NA;FALSE
Kepler-53 b;0;NA;0,25608;18,649113;0,134786513432342;NA;NA;transit;2014;290,458333333333;40,5511111111111;1430,64;1,065;0,958;NA;6085;NA;FALSE
Kepler-53 d;0;NA;0,1932;9,751962;0,0874854142646238;NA;NA;transit;2014;290,458333333333;40,5511111111111;1430,64;1,065;0,958;NA;6085;NA;FALSE
Kepler-53 c;0;NA;0,33992;38,558585;0,218753517184768;NA;NA;transit;2014;290,458333333333;40,5511111111111;1430,64;1,065;0,958;NA;6085;NA;FALSE
Kepler-375 c;0;NA;0,2415;19,986326;0,144877437611012;NA;NA;transit;2014;288,616666666667;48,0847222222222;1323,46;0,985;0,837;NA;5826;NA;FALSE
Kepler-375 b;0;NA;0,13214;12,125934;0,103829854381123;NA;NA;transit;2014;288,616666666667;48,0847222222222;1323,46;0,985;0,837;NA;5826;NA;FALSE
HATS-1 b;0;1,855;1,302;3,446459;0,0444;1250,3;NA;transit;2012;175,525333333333;-23,3548444444444;303;0,986;1,038;-0,06;5870;NA;FALSE
HD 77338 b;0;0,0487583;NA;5,7361;0,0611;896,4;NA;RV;2012;135,3;-25,5175;40,75;0,93;0,88;0,35;5370;NA;FALSE
HD 126614 A b;1;0,38;NA;1244;2,35;165,9;NA;RV;2010;216,701169583333;-5,17777983333333;72,4;1,145;1,09;0,56;5585;NA;TRUE
Kepler-437 b;0;NA;0,191;66,65062;0,288;NA;NA;transit;2015;297,347375;44,0269444444444;417;0,707;0,68;0;4551;2,9;FALSE
Kepler-287 c;0;NA;0,29708;44,851896;0,253133958008555;NA;NA;transit;2014;290,925;48,4341666666667;1058,96;0,93;1,032;NA;5806;NA;FALSE
Kepler-287 b;0;NA;0,21233;20,342199;0,149426791446535;NA;NA;transit;2014;290,925;48,4341666666667;1058,96;0,93;1,032;NA;5806;NA;FALSE
14 Her b;0;4,975;NA;1766;2,864;NA;NA;RV;2002;242,595833333333;43,8169444444444;18,1;1;0,708;0,43;5311;NA;FALSE
14 Her c;0;7,679;NA;9886;9,037;NA;NA;RV;2006;242,595833333333;43,8169444444444;18,1;1;0,708;0,43;5311;NA;FALSE
WASP-78 b;0;1,16;1,75;2,17517656;0,0415;2006,7;NA;transit;2012;63,7583333333333;-22,1013888888889;550;2,02;2,31;-0,35;6100;NA;FALSE
tau Gem b;0;20,6;NA;305,5;1,17;NA;NA;RV;2004;107,783333333333;30,2344444444444;98,4;2,3;26,8;0,14;4388;1,22;FALSE
CoRoT-25 b;0;0,27;1,08;4,86069;0,0578;NA;NA;transit;2013;280,629708333333;6,51388888888889;1000;1,09;1,19;-0,01;6040;NA;FALSE
HATS-2 b;0;1,345;1,168;1,354133;0,023;1577;NA;transit;2013;176,7375;-22,3511111111111;360;0,88;0,89;0,15;5227;9,7;FALSE
Pr0201 b;0;0,54;NA;4,4264;0,0491948423615799;NA;NA;RV;2012;130,429166666667;20,2175;177;1,234;1,167;0,187;6174;NA;FALSE
24 Sex b;0;1,99;NA;452,8;1,333;NA;NA;RV;2010;155,868208333333;-0,902247222222222;74,8;1,54;4,9;-0,03;5098;2,7;FALSE
24 Sex c;0;0,86;NA;883;2,08;NA;NA;RV;2010;155,868208333333;-0,902247222222222;74,8;1,54;4,9;-0,03;5098;2,7;TRUE
HD 5319 b;0;1,76;NA;641;1,6697;303,8;NA;RV;2007;13,7558333333333;0,789555555555556;114;1,51;3,26;0,15;5052;NA;TRUE
HD 5319 c;0;1,15;NA;886;2,071;NA;NA;RV;2014;13,7558333333333;0,789555555555556;114;1,51;3,26;0,15;5052;NA;TRUE
HD 93083 b;0;0,37;NA;143,58;0,477;292,3;NA;RV;2005;161,083333333333;-33,5675;28,9;0,7;NA;0,15;4995;NA;TRUE
HAT-P-30 b;1;0,711;1,34;2,810595;0,0419;1552,5;NA;transit;2011;123,95;5,83361111111111;193;1,242;1,215;0,13;6304;1;FALSE
Kepler-129 b;0;NA;0,21598;15,79186;0,13;NA;NA;transit;2014;285,308333333333;47,8347222222222;402,81;1,185;1,641;NA;5770;NA;FALSE
Kepler-129 c;0;NA;0,23238;82,20017;0,392;NA;NA;transit;2014;285,308333333333;47,8347222222222;402,81;1,185;1,641;NA;5770;NA;FALSE
Kepler-293 b;0;NA;0,27977;19,254196;0,14288176744124;NA;NA;transit;2014;286,354166666667;42,4005555555556;1289,47;0,953;0,957;NA;5804;NA;FALSE
Kepler-293 c;0;NA;0,34903;54,155743;0,284701376694958;NA;NA;transit;2014;286,354166666667;42,4005555555556;1289,47;0,953;0,957;NA;5804;NA;FALSE
Kepler-82 b;0;NA;0,37455;26,443794;0,178496508258588;NA;NA;transit;2014;292,870833333333;42,9513888888889;1011,01;0,922;0,945;NA;5428;NA;FALSE
Kepler-82 c;0;NA;0,51397;51,531855;0,278482386522295;NA;NA;transit;2014;292,870833333333;42,9513888888889;1011,01;0,922;0,945;NA;5428;NA;FALSE
Kepler-82 e;0;NA;0,22509;5,902206;0,0656785349758433;NA;NA;transit;2014;292,870833333333;42,9513888888889;1011,01;0,922;0,945;NA;5428;NA;FALSE
Kepler-82 d;0;NA;0,1613;2,382961;0,0358777476691354;NA;NA;transit;2014;292,870833333333;42,9513888888889;1011,01;0,922;0,945;NA;5428;NA;FALSE
WASP-66 b;0;2,32;1,39;4,086052;0,0546;1647,5;NA;transit;2011;158,225;-34,9838888888889;380;1,3;1,75;-0,31;6600;NA;FALSE
Kepler-191 c;0;NA;0,1695;17,738506;0,141772534118872;NA;NA;transit;2014;291,183333333333;45,3172222222222;680,33;0,828;0,789;NA;5282;NA;FALSE
Kepler-191 b;0;NA;0,12211;9,939632;0,0963594427581327;NA;NA;transit;2014;291,183333333333;45,3172222222222;680,33;0,828;0,789;NA;5282;NA;FALSE
HD 7924 b;0;0,029;NA;5,39792;0,05664;825,9;NA;RV;2009;20,496312125;76,7102870833333;16,82;0,832;0,7821;-0,15;5075;NA;FALSE
HD 7924 c;0;0,0247;NA;15,299;0,1134;583,6;NA;RV;2015;20,496312125;76,7102870833333;16,82;0,832;0,7821;-0,15;5075;NA;FALSE
HD 7924 d;0;0,0203;NA;24,451;0,1551;499;NA;RV;2015;20,496312125;76,7102870833333;16,82;0,832;0,7821;-0,15;5075;NA;FALSE
Kepler-378 b;0;NA;0,06835;16,092361;0,142860650399702;NA;NA;transit;2014;294,945833333333;46,4336111111111;154,57;0,666;0,671;NA;4661;NA;FALSE
Kepler-378 c;0;NA;0,06379;28,906009;0,211101604561854;NA;NA;transit;2014;294,945833333333;46,4336111111111;154,57;0,666;0,671;NA;4661;NA;FALSE
91 Aquarii A b;1;3,2;NA;181,4;0,7;NA;NA;RV;2003;348,970833333333;-9,08361111111111;45,9;1,4;11;-0,03;4665;3,56;FALSE
HAT-P-54 b;0;0,76;0,944;NA;0,04117;818;NA;transit;2014;99,9;-25,4680555555556;135,8;0,645;0,617;-0,127;4390;3,9;FALSE
Kepler-329 c;0;NA;0,17588;18,684737;0,163223749774768;NA;NA;transit;2014;299,266666666667;45,2175;390,8;0,602;0,523;NA;4257;NA;FALSE
Kepler-329 b;0;NA;0,12758;7,416397;0,0881564319744744;NA;NA;transit;2014;299,266666666667;45,2175;390,8;0,602;0,523;NA;4257;NA;FALSE
CoRoT-4 b;0;0,72;1,19;9,20205;0,09;975,6;NA;transit;2008;102,195833333333;-0,667222222222222;NA;1,1;1,15;0,05;6190;NA;FALSE
HD 82943 b;0;1,75;NA;442,4;1,1866;250,5;NA;RV;2003;143,708333333333;-12,1177777777778;27,46;1,13;1,12;0,32;5874;3;TRUE
HD 82943 c;0;2,01;NA;219,3;0,7423;314,7;NA;RV;2003;143,708333333333;-12,1177777777778;27,46;1,13;1,12;0,32;5874;3;FALSE
